,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
0,2,1.1507160170016564,-1.979973408859501,0.6800988421911234,-0.13540247683782416,-0.3905138216764891,-2.4057124054478005,0.792966582545538,0.1547116815359432,-0.9839033344963585,0.7124787187860834,0.2568965472807297,-1.6873874349626683,1.164547030287846,-0.4710799427073804,0.6467564633605685,-0.2686113673504271,1.0519530568614635,1.3085598365843156,0.14015194517882565,0.37289263955741725,-0.0633217195769786,0.31174886154746156,0.010973819463671682,-0.6474423010301403,0.2563131877428213
1,1,-3.539467196657048,-0.5907256508438695,0.6540635037386482,0.6509168453988872,-0.890557718016056,-1.1253915127069773,-1.2911139111531837,0.7219885402277271,-2.2565011450177366,-0.12278622325256137,-0.8564512300065094,0.7856946662841152,1.1055631443161842,1.0158325550518472,0.08280959590503947,2.1387262290545075,7.2106055797245965,-1.3228585481653654,2.5612156133902366,-0.2250155586312735,-0.14440371366430882,-0.33575700256133834,0.0034450093728605673,0.35648250033731843,-0.19925194385746914
2,2,2.496233420616119,0.45543851014854286,0.8860712835601217,1.2517600846242347,-5.785248009403298,-1.5011515742280757,1.1967529410210072,-0.23410539307500716,-0.769287630120384,-0.38352072472121274,1.6755108505641383,2.4879680923391354,-0.6336437520654455,-0.16200819699377472,-0.2686684128051206,0.43513743788875425,1.4041009435763245,-0.8374153721294152,-0.445654584771782,1.4351182059109788,-0.9380765335322426,0.8049395553001035,-0.008326522469318436,1.482628342277416,-0.11467021595406585
3,0,5.367175215416575,2.285384202651888,-0.7396919867136676,-0.032435673324879934,-0.36830255195988754,0.7597759109564423,0.4775174732540057,0.8050673339853189,0.6953525206116613,0.30685287696517966,0.25771807917634315,0.3140147624999619,0.8087366979908663,0.3463874634973388,0.6787773294486187,0.43909151122907825,-3.6228052109513045,2.185189717258368,-0.4262516836959505,1.2593451304874486,-0.05972016768720087,-0.3528069343620558,0.009294783698113354,-1.9033796235919793,-0.05423562755581425
4,4,1.0937968694104132,0.6651396503705768,-0.006392497134868174,1.4445755272983023,-4.6019104960201425,-0.6113537314272197,-1.4164694779734837,-1.2497279118665992,3.325293252823096,0.7781593182125651,-0.4013420747018803,-6.463430081142224,-0.701614995323397,-0.46433703713467017,0.7233287697626133,0.842777339561157,-0.8563411336100435,2.554771055817355,2.101875267305662,1.0288943411294036,-0.74619864847894,2.062038099671417,-0.003559962360206506,0.22113190978724875,0.045789577179529986
5,4,-1.725842981885299,0.6745315413382137,0.2830892377167283,0.36721115304054913,-4.363557333850227,1.2636034790433008,1.109174332900071,-0.04304537193575351,-3.3272435643716087,-0.19754956868583817,0.985041009514987,-2.131656073116867,0.11358884474306087,-0.529788508182751,0.6225730205572039,-0.6890009542150486,3.624553354254267,-2.1786989459947925,0.8805454929859662,-2.31059843587876,-0.7075497421984528,1.115140551810794,-0.005199343373251291,-1.582708509846634,-0.14803811027461095
6,1,0.21952951247569757,0.42841544049294583,-0.026446936389654195,-1.438073565459066,-3.015999122441872,1.040436694706124,-0.5874431612678421,0.17225021737567833,-0.34198734247909657,0.44453318459702107,1.5347087468700864,-0.7252095821854221,-1.5832367360472512,0.3259958843195084,1.1323501078836022,-2.1340749732410957,3.969312510507285,-0.3070664476783385,1.8072583179320878,-0.739038256074912,-0.48904351158635473,0.1706881957572403,0.004514336622764757,2.018399045399464,0.41854424201295826
7,2,-5.668615372333783,0.46250176104761137,-1.9577625542661037,0.33396710203843416,4.467066464262909,-0.10275068850803155,1.844339949301754,-0.1902079374814041,-6.69408645017996,0.31309117068358433,-0.24800615724106456,1.662296350048395,-0.01094231373021313,0.1719108547050071,1.4593175077029474,-0.25618923115387066,0.4734400456310488,-3.761010134332316,0.8387359091309898,-0.16879719480084232,0.7243337220881033,1.6045754202745601,-0.01574760878829925,0.9593805116034967,-0.587191562581304
8,3,1.3756014267357486,1.3360275534459123,0.8316834481042272,0.5649424152577882,-2.6821260534182554,-2.1930423952646145,0.9525338603523151,-0.2581864469839025,1.741514680345729,0.05269520173845857,0.820745680556598,-2.5604739202830946,-0.528195299944435,-0.6304142604197213,2.215589501597369,-1.1172015378206537,-0.22527410582435406,-0.8253128635847421,-1.9259757131788355,-0.7916717003843049,-0.43490607603987946,-0.22044321143171777,0.0036122148779696057,0.09174578220972146,0.006517231136845454
9,1,3.8355499320146396,-0.872992898321759,-0.21331758767893863,-1.253242043405649,-0.4496032508717904,-1.3202349171611791,-0.4952448724193769,0.5646296749054444,-0.7472116482099844,0.4795607526271446,-0.4144945418049024,2.3444103467751884,-1.3986183431154784,0.38619488394137347,-1.097617678268561,1.1164801143620424,6.088185084757259,-0.09280541163186352,2.0585512214376767,-0.4676300055387491,-0.07290305590306713,-0.7204957369992074,0.0013554632345478877,-0.5391463820031744,0.3336287273386909
10,4,2.833110466722937,-0.49397385657800863,-1.5169055933982813,-1.2371287612717892,-7.478859317719722,0.2238156875050979,-1.9313116461242517,-0.6083809514028004,6.199538136027527,0.535681359980662,1.271289011481612,2.37694181080954,1.3232134121033297,0.05498855648099168,1.2303955495623216,-0.21450300412039264,0.5717303496214317,-1.5183571673509146,0.8064900218569099,-0.3054738128905764,-1.212695188199105,-0.27752327811795247,0.006769912388624412,0.25346444321946743,0.9660507084567609
11,4,-3.1735944295859717,-2.0938444815410424,-0.5822686006038043,3.176727084457643,-0.9757894769455142,0.3080936323119886,-1.7040912289668462,1.5428701331739805,-1.7234349449598625,0.7371041961888768,-0.8027108398714935,0.7478558004657015,1.5227987771994171,0.29634342603189295,0.7245477517926064,2.113718449252371,0.08383977502112158,2.143907437361968,0.4848751512739509,-1.4218062687664554,-0.1582240222895303,0.1300783746335832,-0.00761526867229616,1.3726285838038033,0.09172680835332264
12,4,1.2595271309460219,-0.9771763953420861,0.3798299746776652,0.13809299774585423,6.299852341110326,-1.0422989035542645,0.650672032029919,-0.8260852561304894,0.14587983038997482,-1.073582531881159,-0.09484028892877942,2.4666049268288983,-0.11701347633092403,-0.5365893839874855,0.4921376273891177,0.010722983098915775,1.0110280815232944,0.033688896285255725,0.6698318378067779,0.15972758010182003,1.021519498612351,0.23669849801973242,0.012094399945836519,0.07884838097777654,0.5103746542347656
13,4,-0.5135910664257343,2.673408719324299,0.30088645756405025,-1.6617453977456778,1.6981136201675635,0.16472879469217536,-0.033760921555531294,0.16527574002830317,-0.6609561525305467,0.44554052176362974,-1.9301010976081718,-2.678537730168808,-1.2231653705382728,-0.3074729647839107,1.7777118265960283,-0.027429630953931118,0.8063644479755827,-2.1087811498958735,-0.29286402093972963,-0.8617196196591249,0.27534870341971335,0.4458887729003258,-0.006444841595471273,-1.4172315288953412,-0.14157665098650088
14,3,1.1838102325187378,0.20448345106616922,0.10739598107218798,-2.632552950827831,1.4573396332678694,-0.050085037198101576,0.26399061230236903,-0.5366711447932008,2.4048143935454,-0.3667468830100176,-0.1317675638897136,-2.618037325420372,0.7642247170257441,-0.4404162611831806,3.764222977969322,0.5482420763636556,1.381463123983146,1.3317098783130836,-1.5852050669407105,-0.36094781639261075,0.23630726100817204,0.03755553142012964,0.011522039309237094,-0.3123028154654355,0.24483580991464446
15,3,2.291645125006936,2.531010094039977,0.11754803130631818,1.040020997053325,3.6709641778380866,2.8516307711743325,-0.5505021080633172,-0.348939514861615,1.749892807989099,-0.8298213242784857,1.864091307746467,1.9907772236120798,-0.6779060036911161,0.12544699545999957,0.2114362612115637,-2.165697168948313,0.7763839532957761,-0.25268060748867455,-1.810856432869136,-1.0014589116183175,0.5952459332893104,1.0845702653327087,-0.008302617189028517,1.6492198468804733,0.20485600672423201
16,2,1.127026834730187,0.2195316726438909,0.6238112512241295,1.5092388738020708,0.5982464254260437,0.6786440013678878,0.8893302097248987,0.12106894839320372,-0.8240738879768666,-0.2693868417531182,-0.497244807904674,-2.3762191209433245,-0.05951606836274474,0.2865061551886616,-1.078029071950595,0.30935723291564415,-1.4783391742251883,0.7083038684086338,-1.8782096568161142,0.0734047262566617,0.09700550988471829,1.317858964675207,-0.0019726583842907142,0.4869898256511912,-0.39758271689359675
